코드,일정,구분,크루즈,종류,금액,시작일자,끝일자,비고,별도요금
R5649,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),"4,650,000",2026-01-01,2026-08-31,신용카드,
R5650,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),"4,850,000",2026-01-01,2026-08-31,신용카드,
R5651,1박2일,성인,카펠라 크루즈,오아시스 스위트,"5,150,000",2026-01-01,2026-08-31,신용카드,
R5652,1박2일,성인,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),"5,200,000",2026-01-01,2026-08-31,신용카드,
R5653,1박2일,성인,카펠라 크루즈,하모니 스위트,"5,500,000",2026-01-01,2026-08-31,신용카드,
R5654,1박2일,성인,카펠라 크루즈,스카이 스위트,"6,000,000",2026-01-01,2026-08-31,신용카드,
R5655,1박2일,성인,카펠라 크루즈,스카이 테라스 스위트,"7,300,000",2026-01-01,2026-08-31,신용카드,
R5656,1박2일,성인,카펠라 크루즈,라 스위트 드 카펠라,"10,800,000",2026-01-01,2026-08-31,신용카드,
R5657,1박2일,성인,카펠라 크루즈,오너스 스위트,"15,200,000",2026-01-01,2026-08-31,신용카드,
R5658,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-01-01,2026-08-31,신용카드,
R5659,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-01-01,2026-08-31,신용카드,
R5660,1박2일,싱글차지,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-01-01,2026-08-31,신용카드,
R5661,1박2일,싱글차지,카펠라 크루즈,오아시스 스위트,"7,750,000",2026-01-01,2026-08-31,신용카드,
R5662,1박2일,싱글차지,카펠라 크루즈,하모니 스위트,"8,300,000",2026-01-01,2026-08-31,신용카드,
R5663,1박2일,싱글차지,카펠라 크루즈,스카이 스위트,"9,100,000",2026-01-01,2026-08-31,신용카드,
R5664,1박2일,싱글차지,카펠라 크루즈,스카이 테라스 스위트,"11,000,000",2026-01-01,2026-08-31,신용카드,
R5665,1박2일,싱글차지,카펠라 크루즈,라 스위트 드 카펠라,"15,800,000",2026-01-01,2026-08-31,신용카드,
R5666,1박2일,싱글차지,카펠라 크루즈,오너스 스위트,"22,550,000",2026-01-01,2026-08-31,신용카드,
R5667,1박2일,아동,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-01-01,2026-08-31,신용카드,
R5668,1박2일,아동,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-01-01,2026-08-31,신용카드,
R5669,1박2일,아동,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-01-01,2026-08-31,신용카드,
R5670,1박2일,아동,카펠라 크루즈,오아시스 스위트,"2,600,000",2026-01-01,2026-08-31,신용카드,
R5671,1박2일,아동,카펠라 크루즈,하모니 스위트,"2,800,000",2026-01-01,2026-08-31,신용카드,
R5672,1박2일,아동,카펠라 크루즈,스카이 스위트,"3,050,000",2026-01-01,2026-08-31,신용카드,
R5673,1박2일,아동,카펠라 크루즈,스카이 테라스 스위트,"3,650,000",2026-01-01,2026-08-31,신용카드,
R5674,1박2일,아동,카펠라 크루즈,라 스위트 드 카펠라,"5,400,000",2026-01-01,2026-08-31,신용카드,
R5675,1박2일,아동,카펠라 크루즈,오너스 스위트,"7,600,000",2026-01-01,2026-08-31,신용카드,
R5676,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-01-01,2026-08-31,신용카드,
R5677,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-01-01,2026-08-31,신용카드,
R5678,1박2일,엑스트라,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-01-01,2026-08-31,신용카드,
R5679,1박2일,엑스트라,카펠라 크루즈,라 스위트 드 카펠라,,2026-01-01,2026-08-31,신용카드,
R5680,1박2일,엑스트라,카펠라 크루즈,오너스 스위트,,2026-01-01,2026-08-31,신용카드,
R5681,1박2일,엑스트라,카펠라 크루즈,오아시스 스위트,"3,800,000",2026-01-01,2026-08-31,신용카드,
R5682,1박2일,엑스트라,카펠라 크루즈,하모니 스위트,"4,100,000",2026-01-01,2026-08-31,신용카드,
R5683,1박2일,엑스트라,카펠라 크루즈,스카이 스위트,"4,450,000",2026-01-01,2026-08-31,신용카드,
R5684,1박2일,엑스트라,카펠라 크루즈,스카이 테라스 스위트,"5,400,000",2026-01-01,2026-08-31,신용카드,
R5685,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),"5,347,500",2026-09-01,2026-09-02,신용카드,
R5686,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),"5,577,500",2026-09-01,2026-09-02,신용카드,
R5687,1박2일,성인,카펠라 크루즈,오아시스 스위트,"5,922,500",2026-09-01,2026-09-02,신용카드,
R5688,1박2일,성인,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),"5,980,000",2026-09-01,2026-09-02,신용카드,
R5689,1박2일,성인,카펠라 크루즈,하모니 스위트,"6,325,000",2026-09-01,2026-09-02,신용카드,
R5690,1박2일,성인,카펠라 크루즈,스카이 스위트,"6,900,000",2026-09-01,2026-09-02,신용카드,
R5691,1박2일,성인,카펠라 크루즈,스카이 테라스 스위트,"8,395,000",2026-09-01,2026-09-02,신용카드,
R5692,1박2일,성인,카펠라 크루즈,라 스위트 드 카펠라,"12,420,000",2026-09-01,2026-09-02,신용카드,
R5693,1박2일,성인,카펠라 크루즈,오너스 스위트,"17,480,000",2026-09-01,2026-09-02,신용카드,
R5694,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-09-01,2026-09-02,신용카드,
R5695,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-09-01,2026-09-02,신용카드,
R5696,1박2일,싱글차지,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-09-01,2026-09-02,신용카드,
R5697,1박2일,싱글차지,카펠라 크루즈,오아시스 스위트,"8,912,500",2026-09-01,2026-09-02,신용카드,
R5698,1박2일,싱글차지,카펠라 크루즈,하모니 스위트,"9,545,000",2026-09-01,2026-09-02,신용카드,
R5699,1박2일,싱글차지,카펠라 크루즈,스카이 스위트,"10,465,000",2026-09-01,2026-09-02,신용카드,
R5700,1박2일,싱글차지,카펠라 크루즈,스카이 테라스 스위트,"12,650,000",2026-09-01,2026-09-02,신용카드,
R5701,1박2일,싱글차지,카펠라 크루즈,라 스위트 드 카펠라,"18,170,000",2026-09-01,2026-09-02,신용카드,
R5702,1박2일,싱글차지,카펠라 크루즈,오너스 스위트,"25,932,500",2026-09-01,2026-09-02,신용카드,
R5703,1박2일,아동,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-09-01,2026-09-02,신용카드,
R5704,1박2일,아동,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-09-01,2026-09-02,신용카드,
R5705,1박2일,아동,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-09-01,2026-09-02,신용카드,
R5706,1박2일,아동,카펠라 크루즈,오아시스 스위트,"2,990,000",2026-09-01,2026-09-02,신용카드,
R5707,1박2일,아동,카펠라 크루즈,하모니 스위트,"3,220,000",2026-09-01,2026-09-02,신용카드,
R5708,1박2일,아동,카펠라 크루즈,스카이 스위트,"3,507,500",2026-09-01,2026-09-02,신용카드,
R5709,1박2일,아동,카펠라 크루즈,스카이 테라스 스위트,"4,197,500",2026-09-01,2026-09-02,신용카드,
R5710,1박2일,아동,카펠라 크루즈,라 스위트 드 카펠라,"6,210,000",2026-09-01,2026-09-02,신용카드,
R5711,1박2일,아동,카펠라 크루즈,오너스 스위트,"8,740,000",2026-09-01,2026-09-02,신용카드,
R5712,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-09-01,2026-09-02,신용카드,
R5713,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-09-01,2026-09-02,신용카드,
R5714,1박2일,엑스트라,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-09-01,2026-09-02,신용카드,
R5715,1박2일,엑스트라,카펠라 크루즈,라 스위트 드 카펠라,,2026-09-01,2026-09-02,신용카드,
R5716,1박2일,엑스트라,카펠라 크루즈,오너스 스위트,,2026-09-01,2026-09-02,신용카드,
R5717,1박2일,엑스트라,카펠라 크루즈,오아시스 스위트,"4,370,000",2026-09-01,2026-09-02,신용카드,
R5718,1박2일,엑스트라,카펠라 크루즈,하모니 스위트,"4,715,000",2026-09-01,2026-09-02,신용카드,
R5719,1박2일,엑스트라,카펠라 크루즈,스카이 스위트,"5,117,500",2026-09-01,2026-09-02,신용카드,
R5720,1박2일,엑스트라,카펠라 크루즈,스카이 테라스 스위트,"6,210,000",2026-09-01,2026-09-02,신용카드,
R5721,2박3일,성인,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),"9,300,000",2026-01-01,2026-09-30,신용카드,
R5722,2박3일,성인,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),"9,700,000",2026-01-01,2026-09-30,신용카드,
R5723,2박3일,성인,카펠라 크루즈,오아시스 스위트,"10,300,000",2026-01-01,2026-09-30,신용카드,
R5724,2박3일,성인,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),"10,400,000",2026-01-01,2026-09-30,신용카드,
R5725,2박3일,성인,카펠라 크루즈,하모니 스위트,"11,000,000",2026-01-01,2026-09-30,신용카드,
R5726,2박3일,성인,카펠라 크루즈,스카이 스위트,"12,000,000",2026-01-01,2026-09-30,신용카드,
R5727,2박3일,성인,카펠라 크루즈,스카이 테라스 스위트,"14,600,000",2026-01-01,2026-09-30,신용카드,
R5728,2박3일,성인,카펠라 크루즈,라 스위트 드 카펠라,"21,600,000",2026-01-01,2026-09-30,신용카드,
R5729,2박3일,성인,카펠라 크루즈,오너스 스위트,"30,400,000",2026-01-01,2026-09-30,신용카드,
R5730,2박3일,싱글차지,카펠라 크루즈,오아시스 스위트,"15,500,000",2026-01-01,2026-09-30,신용카드,
R5731,2박3일,싱글차지,카펠라 크루즈,하모니 스위트,"16,600,000",2026-01-01,2026-09-30,신용카드,
R5732,2박3일,싱글차지,카펠라 크루즈,스카이 스위트,"18,200,000",2026-01-01,2026-09-30,신용카드,
R5733,2박3일,싱글차지,카펠라 크루즈,스카이 테라스 스위트,"22,000,000",2026-01-01,2026-09-30,신용카드,
R5734,2박3일,싱글차지,카펠라 크루즈,라 스위트 드 카펠라,"31,600,000",2026-01-01,2026-09-30,신용카드,
R5735,2박3일,싱글차지,카펠라 크루즈,오너스 스위트,"45,100,000",2026-01-01,2026-09-30,신용카드,
R5736,2박3일,아동,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-01-01,2026-09-30,신용카드,
R5737,2박3일,아동,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-01-01,2026-09-30,신용카드,
R5738,2박3일,아동,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-01-01,2026-09-30,신용카드,
R5739,2박3일,아동,카펠라 크루즈,오아시스 스위트,"5,200,000",2026-01-01,2026-09-30,신용카드,
R5740,2박3일,아동,카펠라 크루즈,하모니 스위트,"5,600,000",2026-01-01,2026-09-30,신용카드,
R5741,2박3일,아동,카펠라 크루즈,스카이 스위트,"6,100,000",2026-01-01,2026-09-30,신용카드,
R5742,2박3일,아동,카펠라 크루즈,스카이 테라스 스위트,"7,300,000",2026-01-01,2026-09-30,신용카드,
R5743,2박3일,아동,카펠라 크루즈,라 스위트 드 카펠라,"10,800,000",2026-01-01,2026-09-30,신용카드,
R5744,2박3일,아동,카펠라 크루즈,오너스 스위트,"15,200,000",2026-01-01,2026-09-30,신용카드,
R5745,2박3일,엑스트라,카펠라 크루즈,오아시스 스위트,"7,600,000",2026-01-01,2026-09-30,신용카드,
R5746,2박3일,엑스트라,카펠라 크루즈,하모니 스위트,"8,200,000",2026-01-01,2026-09-30,신용카드,
R5747,2박3일,엑스트라,카펠라 크루즈,스카이 스위트,"8,900,000",2026-01-01,2026-09-30,신용카드,
R5748,2박3일,엑스트라,카펠라 크루즈,스카이 테라스 스위트,"10,800,000",2026-01-01,2026-09-30,신용카드,
R5749,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),"4,650,000",2026-09-03,2026-09-30,신용카드,
R5750,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),"4,850,000",2026-09-03,2026-09-30,신용카드,
R5751,1박2일,성인,카펠라 크루즈,오아시스 스위트,"5,150,000",2026-09-03,2026-09-30,신용카드,
R5752,1박2일,성인,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),"5,200,000",2026-09-03,2026-09-30,신용카드,
R5753,1박2일,성인,카펠라 크루즈,하모니 스위트,"5,500,000",2026-09-03,2026-09-30,신용카드,
R5754,1박2일,성인,카펠라 크루즈,스카이 스위트,"6,000,000",2026-09-03,2026-09-30,신용카드,
R5755,1박2일,성인,카펠라 크루즈,스카이 테라스 스위트,"7,300,000",2026-09-03,2026-09-30,신용카드,
R5756,1박2일,성인,카펠라 크루즈,라 스위트 드 카펠라,"10,800,000",2026-09-03,2026-09-30,신용카드,
R5757,1박2일,성인,카펠라 크루즈,오너스 스위트,"15,200,000",2026-09-03,2026-09-30,신용카드,
R5758,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-09-03,2026-09-30,신용카드,
R5759,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-09-03,2026-09-30,신용카드,
R5760,1박2일,싱글차지,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-09-03,2026-09-30,신용카드,
R5761,1박2일,싱글차지,카펠라 크루즈,오아시스 스위트,"7,750,000",2026-09-03,2026-09-30,신용카드,
R5762,1박2일,싱글차지,카펠라 크루즈,하모니 스위트,"8,300,000",2026-09-03,2026-09-30,신용카드,
R5763,1박2일,싱글차지,카펠라 크루즈,스카이 스위트,"9,100,000",2026-09-03,2026-09-30,신용카드,
R5764,1박2일,싱글차지,카펠라 크루즈,스카이 테라스 스위트,"11,000,000",2026-09-03,2026-09-30,신용카드,
R5765,1박2일,싱글차지,카펠라 크루즈,라 스위트 드 카펠라,"15,800,000",2026-09-03,2026-09-30,신용카드,
R5766,1박2일,싱글차지,카펠라 크루즈,오너스 스위트,"22,550,000",2026-09-03,2026-09-30,신용카드,
R5767,1박2일,아동,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-09-03,2026-09-30,신용카드,
R5768,1박2일,아동,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-09-03,2026-09-30,신용카드,
R5769,1박2일,아동,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-09-03,2026-09-30,신용카드,
R5770,1박2일,아동,카펠라 크루즈,오아시스 스위트,"2,600,000",2026-09-03,2026-09-30,신용카드,
R5771,1박2일,아동,카펠라 크루즈,하모니 스위트,"2,800,000",2026-09-03,2026-09-30,신용카드,
R5772,1박2일,아동,카펠라 크루즈,스카이 스위트,"3,050,000",2026-09-03,2026-09-30,신용카드,
R5773,1박2일,아동,카펠라 크루즈,스카이 테라스 스위트,"3,650,000",2026-09-03,2026-09-30,신용카드,
R5774,1박2일,아동,카펠라 크루즈,라 스위트 드 카펠라,"5,400,000",2026-09-03,2026-09-30,신용카드,
R5775,1박2일,아동,카펠라 크루즈,오너스 스위트,"7,600,000",2026-09-03,2026-09-30,신용카드,
R5776,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-09-03,2026-09-30,신용카드,
R5777,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-09-03,2026-09-30,신용카드,
R5778,1박2일,엑스트라,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-09-03,2026-09-30,신용카드,
R5779,1박2일,엑스트라,카펠라 크루즈,라 스위트 드 카펠라,,2026-09-03,2026-09-30,신용카드,
R5780,1박2일,엑스트라,카펠라 크루즈,오너스 스위트,,2026-09-03,2026-09-30,신용카드,
R5781,1박2일,엑스트라,카펠라 크루즈,오아시스 스위트,"3,800,000",2026-09-03,2026-09-30,신용카드,
R5782,1박2일,엑스트라,카펠라 크루즈,하모니 스위트,"4,100,000",2026-09-03,2026-09-30,신용카드,
R5783,1박2일,엑스트라,카펠라 크루즈,스카이 스위트,"4,450,000",2026-09-03,2026-09-30,신용카드,
R5784,1박2일,엑스트라,카펠라 크루즈,스카이 테라스 스위트,"5,400,000",2026-09-03,2026-09-30,신용카드,
R5785,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),"5,050,000",2026-10-01,2026-12-23,신용카드,
R5786,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),"5,300,000",2026-10-01,2026-12-23,신용카드,
R5787,1박2일,성인,카펠라 크루즈,오아시스 스위트,"5,650,000",2026-10-01,2026-12-23,신용카드,
R5788,1박2일,성인,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),"5,700,000",2026-10-01,2026-12-23,신용카드,
R5789,1박2일,성인,카펠라 크루즈,하모니 스위트,"6,100,000",2026-10-01,2026-12-23,신용카드,
R5790,1박2일,성인,카펠라 크루즈,스카이 스위트,"6,600,000",2026-10-01,2026-12-23,신용카드,
R5791,1박2일,성인,카펠라 크루즈,스카이 테라스 스위트,"8,000,000",2026-10-01,2026-12-23,신용카드,
R5792,1박2일,성인,카펠라 크루즈,라 스위트 드 카펠라,"11,650,000",2026-10-01,2026-12-23,신용카드,
R5793,1박2일,성인,카펠라 크루즈,오너스 스위트,"17,400,000",2026-10-01,2026-12-23,신용카드,
R5794,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-10-01,2026-12-23,신용카드,
R5795,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-10-01,2026-12-23,신용카드,
R5796,1박2일,싱글차지,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-10-01,2026-12-23,신용카드,
R5797,1박2일,싱글차지,카펠라 크루즈,오아시스 스위트,"8,500,000",2026-10-01,2026-12-23,신용카드,
R5798,1박2일,싱글차지,카펠라 크루즈,하모니 스위트,"9,200,000",2026-10-01,2026-12-23,신용카드,
R5799,1박2일,싱글차지,카펠라 크루즈,스카이 스위트,"10,000,000",2026-10-01,2026-12-23,신용카드,
R5800,1박2일,싱글차지,카펠라 크루즈,스카이 테라스 스위트,"12,200,000",2026-10-01,2026-12-23,신용카드,
R5801,1박2일,싱글차지,카펠라 크루즈,라 스위트 드 카펠라,"17,800,000",2026-10-01,2026-12-23,신용카드,
R5802,1박2일,싱글차지,카펠라 크루즈,오너스 스위트,"26,200,000",2026-10-01,2026-12-23,신용카드,
R5803,1박2일,아동,카펠라 크루즈,오아시스 스위트,"2,850,000",2026-10-01,2026-12-23,신용카드,
R5804,1박2일,아동,카펠라 크루즈,하모니 스위트,"3,050,000",2026-10-01,2026-12-23,신용카드,
R5805,1박2일,아동,카펠라 크루즈,스카이 스위트,"3,350,000",2026-10-01,2026-12-23,신용카드,
R5806,1박2일,아동,카펠라 크루즈,스카이 테라스 스위트,"4,050,000",2026-10-01,2026-12-23,신용카드,
R5807,1박2일,아동,카펠라 크루즈,라 스위트 드 카펠라,"5,850,000",2026-10-01,2026-12-23,신용카드,
R5808,1박2일,아동,카펠라 크루즈,오너스 스위트,"8,800,000",2026-10-01,2026-12-23,신용카드,
R5809,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-10-01,2026-12-23,신용카드,
R5810,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-10-01,2026-12-23,신용카드,
R5811,1박2일,엑스트라,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-10-01,2026-12-23,신용카드,
R5812,1박2일,엑스트라,카펠라 크루즈,라 스위트 드 카펠라,,2026-10-01,2026-12-23,신용카드,
R5813,1박2일,엑스트라,카펠라 크루즈,오너스 스위트,,2026-10-01,2026-12-23,신용카드,
R5814,1박2일,엑스트라,카펠라 크루즈,오아시스 스위트,"4,150,000",2026-10-01,2026-12-23,신용카드,
R5815,1박2일,엑스트라,카펠라 크루즈,하모니 스위트,"4,500,000",2026-10-01,2026-12-23,신용카드,
R5816,1박2일,엑스트라,카펠라 크루즈,스카이 스위트,"4,900,000",2026-10-01,2026-12-23,신용카드,
R5817,1박2일,엑스트라,카펠라 크루즈,스카이 테라스 스위트,"5,950,000",2026-10-01,2026-12-23,신용카드,
R5818,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),"7,050,000",2026-12-24,2026-12-24,신용카드,
R5819,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),"7,300,000",2026-12-24,2026-12-24,신용카드,
R5820,1박2일,성인,카펠라 크루즈,오아시스 스위트,"7,650,000",2026-12-24,2026-12-24,신용카드,
R5821,1박2일,성인,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),"7,700,000",2026-12-24,2026-12-24,신용카드,
R5822,1박2일,성인,카펠라 크루즈,하모니 스위트,"8,100,000",2026-12-24,2026-12-24,신용카드,
R5823,1박2일,성인,카펠라 크루즈,스카이 스위트,"8,600,000",2026-12-24,2026-12-24,신용카드,
R5824,1박2일,성인,카펠라 크루즈,스카이 테라스 스위트,"10,000,000",2026-12-24,2026-12-24,신용카드,
R5825,1박2일,성인,카펠라 크루즈,라 스위트 드 카펠라,"13,650,000",2026-12-24,2026-12-24,신용카드,
R5826,1박2일,성인,카펠라 크루즈,오너스 스위트,"19,400,000",2026-12-24,2026-12-24,신용카드,
R5827,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-12-24,2026-12-24,신용카드,
R5828,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-12-24,2026-12-24,신용카드,
R5829,1박2일,싱글차지,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-12-24,2026-12-24,신용카드,
R5830,1박2일,싱글차지,카펠라 크루즈,오아시스 스위트,"10,500,000",2026-12-24,2026-12-24,신용카드,
R5831,1박2일,싱글차지,카펠라 크루즈,하모니 스위트,"11,200,000",2026-12-24,2026-12-24,신용카드,
R5832,1박2일,싱글차지,카펠라 크루즈,스카이 스위트,"12,000,000",2026-12-24,2026-12-24,신용카드,
R5833,1박2일,싱글차지,카펠라 크루즈,스카이 테라스 스위트,"14,200,000",2026-12-24,2026-12-24,신용카드,
R5834,1박2일,싱글차지,카펠라 크루즈,라 스위트 드 카펠라,"19,800,000",2026-12-24,2026-12-24,신용카드,
R5835,1박2일,싱글차지,카펠라 크루즈,오너스 스위트,"28,200,000",2026-12-24,2026-12-24,신용카드,
R5836,1박2일,아동,카펠라 크루즈,오아시스 스위트,"4,850,000",2026-12-24,2026-12-24,신용카드,
R5837,1박2일,아동,카펠라 크루즈,하모니 스위트,"5,050,000",2026-12-24,2026-12-24,신용카드,
R5838,1박2일,아동,카펠라 크루즈,스카이 스위트,"5,350,000",2026-12-24,2026-12-24,신용카드,
R5839,1박2일,아동,카펠라 크루즈,스카이 테라스 스위트,"6,050,000",2026-12-24,2026-12-24,신용카드,
R5840,1박2일,아동,카펠라 크루즈,라 스위트 드 카펠라,"7,850,000",2026-12-24,2026-12-24,신용카드,
R5841,1박2일,아동,카펠라 크루즈,오너스 스위트,"10,800,000",2026-12-24,2026-12-24,신용카드,
R5842,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-12-24,2026-12-24,신용카드,
R5843,1박2일,엑스트라,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-12-24,2026-12-24,신용카드,
R5844,1박2일,엑스트라,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-12-24,2026-12-24,신용카드,
R5845,1박2일,엑스트라,카펠라 크루즈,라 스위트 드 카펠라,,2026-12-24,2026-12-24,신용카드,
R5846,1박2일,엑스트라,카펠라 크루즈,오너스 스위트,,2026-12-24,2026-12-24,신용카드,
R5847,1박2일,엑스트라,카펠라 크루즈,오아시스 스위트,"6,150,000",2026-12-24,2026-12-24,신용카드,
R5848,1박2일,엑스트라,카펠라 크루즈,하모니 스위트,"6,500,000",2026-12-24,2026-12-24,신용카드,
R5849,1박2일,엑스트라,카펠라 크루즈,스카이 스위트,"6,900,000",2026-12-24,2026-12-24,신용카드,
R5850,1박2일,엑스트라,카펠라 크루즈,스카이 테라스 스위트,"7,950,000",2026-12-24,2026-12-24,신용카드,
R5851,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),"5,050,000",2026-12-25,2026-12-29,신용카드,
R5852,1박2일,성인,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),"5,300,000",2026-12-25,2026-12-29,신용카드,
R5853,1박2일,성인,카펠라 크루즈,오아시스 스위트,"5,650,000",2026-12-25,2026-12-29,신용카드,
R5854,1박2일,성인,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),"5,700,000",2026-12-25,2026-12-29,신용카드,
R5855,1박2일,성인,카펠라 크루즈,하모니 스위트,"6,100,000",2026-12-25,2026-12-29,신용카드,
R5856,1박2일,성인,카펠라 크루즈,스카이 스위트,"6,600,000",2026-12-25,2026-12-29,신용카드,
R5857,1박2일,성인,카펠라 크루즈,스카이 테라스 스위트,"8,000,000",2026-12-25,2026-12-29,신용카드,
R5858,1박2일,성인,카펠라 크루즈,라 스위트 드 카펠라,"11,650,000",2026-12-25,2026-12-29,신용카드,
R5859,1박2일,성인,카펠라 크루즈,오너스 스위트,"17,400,000",2026-12-25,2026-12-29,신용카드,
R5860,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (4인 기준),,2026-12-25,2026-12-29,신용카드,
R5861,1박2일,싱글차지,카펠라 크루즈,하모니 패밀리 스위트 (5인 기준),,2026-12-25,2026-12-29,신용카드,
R5862,1박2일,싱글차지,카펠라 크루즈,스카이 패밀리 스위트 (4인 기준),,2026-12-25,2026-12-29,신용카드,
R5863,1박2일,싱글차지,카펠라 크루즈,오아시스 스위트,"8,500,000",2026-12-25,2026-12-29,신용카드,
R5864,1박2일,싱글차지,카펠라 크루즈,하모니 스위트,"9,200,000",2026-12-25,2026-12-29,신용카드,
R5865,1박2일,싱글차지,카펠라 크루즈,스카이 스위트,"10,000,000",2026-12-25,2026-12-29,신용카드,
R5866,1박2일,싱글차지,카펠라 크루즈,스카이 테라스 스위트,"12,200,000",2026-12-25,2026-12-29,신용카드,
R5867,1박2일,싱글차지,카펠라 크루즈,라 스위트 드 카펠라,"17,800,000",2026-12-25,2026-12-29,신용카드,
R5868,1박2일,싱글차지,카펠라 크루즈,오너스 스위트,"26,200,000",2026-12-25,2026-12-29,신용카드,
R5869,1박2일,아동,카펠라 크루즈,오아시스 스위트,"2,850,000",2026-12-25,2026-12-29,신용카드,
R5870,1박2일,아동,카펠라 크루즈,하모니 스위트,"3,050,000",2026-12-25,2026-12-29,신용카드,
R5871,1박2일,아동,카펠라 크루즈,스카이 스위트,"3,350,000",2026-12-25,2026-12-29,신용카드,
R5872,1박2일,아동,카펠라 크루즈,스카이 테라스 스위트,"4,050,000",2026-12-25,2026-12-29,신용카드,
R5873,1박2일,아동,카펠라 크루즈,라 스위트 드 카펠라,"5,850,000",2026-12-25,2026-12-29,신용카드,
R5874,1박2일,아동,카펠라 크루즈,오너스 스위트,"8,800,000",2026-12-25,2026-12-29,신용카드,
